step,train_loss,train_ppl,train_acc,val_loss,val_ppl,val_acc
164,6.917610124843876,1009.9035647627892,0.07104796171188354,,,
168,6.862440160342625,955.696276667421,0.060150377452373505,,,
172,6.809600694234981,906.5087604946592,0.05211726203560829,,,
176,6.758726019750942,861.5439064178267,0.06286837160587311,,,
180,6.709845113754272,820.4435541870632,0.07415254414081573,,,
184,6.663647571335668,783.4032511981706,0.0555555559694767,,,
188,6.618625782905741,748.9152175408062,0.04661016911268234,,,
192,6.575604344407718,717.3790373829333,0.30550622940063477,,,
196,6.533714068179228,687.9485603322582,0.4650077819824219,,,
200,6.4945452952384946,661.5233590910468,0.6363636255264282,,,
204,6.456526679151199,636.8452428217795,0.592783510684967,,,
208,6.414685351344255,610.7485593685113,0.7690014839172363,,,
212,6.3789555610350845,589.3118858242474,0.7369984984397888,,,
216,6.344454190245381,569.32656090594,0.6983373165130615,,,
220,6.311401868950237,550.8165804838845,0.7830188870429993,,,
224,6.279814708445754,533.6897664571084,0.824999988079071,,,
228,6.24938581387202,517.6947660609054,0.8549141883850098,,,
232,6.220253982420625,502.83092601929275,0.8363914489746094,,,
236,6.191769568596856,488.7101476289028,0.8724409341812134,,,
240,6.164755484461784,475.6848163852259,0.8160237073898315,,,
244,6.1377048814882995,462.98973420096644,0.8360360860824585,,,
248,6.111508431934541,451.0185330675519,0.8509035706520081,,,
252,6.0864408158120655,439.8531036424209,0.8549848794937134,,,
256,6.061505678109825,429.0209181989685,0.8555901050567627,,,
260,6.037896182903877,419.01058532305655,0.8576104640960693,,,
264,6.014905993685578,409.4873427113268,0.9024389982223511,,,
268,5.992281964465754,400.32710061375514,0.8630363345146179,,,
272,5.9698429537170075,391.4441910672307,0.8578680157661438,,,
276,5.9483544074970744,383.12235675564625,0.8682432770729065,,,
280,5.9271187348025185,375.0722727756178,0.8780487775802612,,,
284,5.906639346774195,367.469141630215,0.8585208654403687,,,
288,5.887162383231852,360.3812083320864,0.9009901285171509,,,
292,5.8679574899477505,353.5261615980595,0.8869564533233643,,,
296,5.849093455720592,346.9197397769101,0.91756272315979,,,
300,5.830788122018178,340.62702897314585,0.8999999761581421,,,
304,5.8131661407257385,334.67708471506575,0.9179389476776123,,,
308,5.795984284444288,328.97583046819767,0.9273827075958252,,,
312,5.779417770795333,323.570743226355,0.915335476398468,,,
316,5.762968245186383,318.2916959472634,0.9143356680870056,,,
320,5.747145216912031,313.29499317825946,0.8966614007949829,,,
324,5.731576405189656,308.45513559151726,0.9207746386528015,,,
328,5.7163124571486215,303.7826434864548,0.9368932247161865,,,
332,5.701625632234366,299.35364456742656,0.9470198750495911,,,
336,5.687073055477369,295.0288226535283,0.921951174736023,,,
340,5.67284721697078,290.86150236012287,0.948630154132843,,,
344,5.659003398446149,286.862612325457,0.9440241456031799,,,
348,5.645317800428676,282.96346784642935,0.9503424763679504,,,
352,5.631962761960247,279.20960215242377,0.9679300785064697,,,
356,5.619057366687261,275.6294432448087,0.955484926700592,,,
360,5.606196575032341,272.1073275457206,0.9596773982048035,,,
364,5.593613525668343,268.70483934317963,0.9667832255363464,,,
368,5.581233013583266,265.398644256704,0.977505087852478,,,
372,5.569436813554456,262.2863415242153,0.9816232919692993,,,
376,5.557489728039884,259.17142829005996,0.9848229289054871,,,
380,5.545708080969359,256.1358789893745,0.9909090995788574,,,
384,5.534399914865692,253.2557670080319,0.9933333396911621,,,
388,5.523473586618286,250.5036738833289,0.9951456785202026,,,
392,5.5126453352217775,247.8057901690714,0.9956140518188477,,,
396,5.502080063025157,245.20143662196082,0.9922239780426025,,,
400,5.491724290251732,242.67528894199594,0.9943181872367859,,,
404,5.481414214809342,240.18614210003128,0.9928187131881714,,,
408,5.467837600731382,236.9472637924976,0.9947735071182251,,,
412,5.458448355059022,234.73291950028198,0.993537962436676,,,
416,5.448911556257651,232.50495956392749,0.9948453903198242,,,
420,5.439356558095842,230.29395499663443,0.9935897588729858,,,
424,5.430338774649602,228.22654969830438,0.9953846335411072,,,
428,5.421521918238881,226.2231537856894,0.9936709403991699,,,
432,5.412298111451997,224.1461089804229,0.9941291809082031,,,
436,5.403397800178703,222.15999048714428,0.993127167224884,,,
440,5.394861844994805,220.27171335455387,0.9951768517494202,,,
444,5.386313508759748,218.39678187546684,0.9952229261398315,,,
448,5.378228090171303,216.6380720095024,0.9955423474311829,,,
452,5.3699136007148605,214.8443045080977,0.9964664578437805,,,
456,5.361890508940346,213.12748524434912,0.9951768517494202,,,
460,5.354112763508507,211.47626363424,0.9952977895736694,,,
464,5.346459597863,209.86397817182603,0.995398759841919,,,
468,5.339047388643281,208.3141732925673,0.9932885766029358,,,
472,5.33113399350037,206.6722062609725,0.9887323379516602,,,
476,5.32396699450597,205.19628205784227,0.9954198598861694,,,
480,5.3167456035812695,203.71981697087665,0.9952456951141357,,,
484,5.309469458978038,202.24290176429005,0.9950819611549377,,,
488,5.30253625160358,200.8455594159253,0.9949748516082764,,,
492,5.29552454240923,199.4422144332905,0.99245285987854,,,
496,5.288848986068079,198.11526069900034,0.9952904582023621,,,
500,5.282382729053498,196.83832943697698,0.9967793822288513,,,
504,5.2756680302203645,195.521046863247,0.994413435459137,,,
508,5.2691501195975174,194.25080232209794,0.9931389689445496,,,
512,5.26249692728743,192.9627041118789,0.9931623935699463,,,
516,5.25591671050981,191.69713611123174,0.9923469424247742,,,
520,5.250006326803795,190.56747413783447,0.995356023311615,,,
524,5.243900403266645,189.40742888996687,0.9965928196907043,,,
528,5.238053529099985,188.3032187216736,0.9948006868362427,,,
532,5.232240462213531,187.21177490773746,0.9948453903198242,,,
536,5.22651738773531,186.14340806431653,0.9936407208442688,,,
540,5.220489893577717,185.02480433509044,0.9954407215118408,,,
544,5.2146725843057915,183.95158248359058,0.996303141117096,,,
548,5.209330626212767,182.97154084009236,0.9984615445137024,,,
552,5.203748495250508,181.95301515342842,0.9921259880065918,,,
556,5.198211323871887,180.94829434839232,0.9948097467422485,,,
560,5.193040870342936,180.01512413684262,0.9954338073730469,,,
564,5.187678080501286,179.05232481047062,0.9983633756637573,,,
568,5.182166129350662,178.06811210072763,0.9966610670089722,,,
572,5.177001505048125,177.15082795438127,0.9971469640731812,,,
576,5.171739645716217,176.2211333233889,0.9982548356056213,,,
580,5.166921714667616,175.37415403600568,0.9969040155410767,,,
584,5.161934151633145,174.5016420510965,0.9967793822288513,,,
588,5.157033806349955,173.6486155218309,0.998305082321167,,,
592,5.152149069550875,172.80245605511706,0.9984227418899536,,,
596,5.1476217776336926,172.02189713481323,0.9967637658119202,,,
600,5.1427530841032665,171.1864107510927,0.9968304634094238,,,
604,5.138165519332254,170.4028806256198,0.99640291929245,,,
608,5.133701535039826,169.6439001419609,0.9964221715927124,,,
612,5.129289660188887,168.8971010886378,0.9968944191932678,,,
616,5.125100755459302,168.19108696838254,0.9984076619148254,,,
620,5.120698773860932,167.45234006658998,0.996835470199585,,,
624,5.116416696172494,166.73682916725468,0.9983498454093933,,,
628,5.111995600211393,166.00129677297014,0.9959676861763,,,
632,5.107651215188111,165.28168748713222,0.9969183802604675,,,
636,5.102957915584996,164.50778849931248,0.9965928196907043,,,
640,5.099024452641606,163.8619741853642,0.9985030293464661,,,
644,5.094921054677193,163.1909609527498,0.9982425570487976,,,
648,5.090623290818415,162.49110971360136,0.9963369965553284,,,
652,5.086847096498759,161.87866878385194,0.9984847903251648,,,
656,5.083057770278396,161.2664184404597,0.9969651103019714,,,
660,5.0789699536381345,160.60853645821445,0.9983579516410828,,,
664,5.07505120821746,159.98038407993064,0.9961977005004883,,,
668,5.071250061432044,159.3734294498855,0.9969325065612793,,,
672,5.067482390928836,158.7740926415415,0.9984615445137024,,,
676,5.063740613545186,158.18110543750294,0.9964476227760315,,,
680,5.060138936954386,157.612412990838,0.996219277381897,,,
684,5.056686999853591,157.0692828198053,0.9969230890274048,,,
688,5.053137227199798,156.51271101103535,0.9968101978302002,,,
692,5.049730268861517,155.98038604460834,0.9984802603721619,,,
696,5.046292789708609,155.44512721691135,0.9968798756599426,,,
700,5.042890496594565,154.91715599669158,0.9968603253364563,,,
704,5.039418636736545,154.38023793292987,0.9982847571372986,,,
708,5.036096694442512,153.86824656489895,0.9982817769050598,,,
712,5.032864169793182,153.37166670085995,0.9968101978302002,,,
716,5.0294937944279035,152.85561674321457,0.9967690110206604,,,
720,5.026303512851397,152.368741333026,0.9970059990882874,,,
724,5.022927910912761,151.85527223560334,0.9964973330497742,,,
728,5.0196744960088,151.36202683071414,0.996951162815094,,,
732,5.016683445276459,150.90997172641048,0.9970104694366455,,,
736,5.013618628939857,150.44816841235811,0.9966942071914673,,,
740,5.010444852790317,149.97143652402838,0.9963167905807495,,,
744,5.007104701572849,149.4713449034986,0.9982905983924866,,,
748,5.004237809601952,149.0434403760241,0.9983579516410828,,,
752,5.001113952791437,148.57857647190966,0.9971428513526917,,,
756,4.99843158639928,148.1805683322577,0.996874988079071,,,
760,4.9954044018921095,147.73267667890963,0.9967426657676697,,,
764,4.992560114223919,147.31307945891973,0.9963570237159729,,,
768,4.989209389624496,146.82029994503037,0.9965457916259766,,,
772,4.986245612097528,146.38580143606077,0.9967793822288513,,,
776,4.983539960126287,145.9902677334086,0.9969087839126587,,,
780,4.980728335563953,145.5803744138752,0.997032642364502,,,
784,4.977460359128154,145.10539770983019,0.9980544447898865,,,
788,4.974716409511372,144.70778157818697,0.9971469640731812,,,
792,4.972079952858915,144.32676826801986,0.9967105388641357,,,
796,4.969416493446983,143.94287125268954,0.9970015287399292,,,
800,4.966656949818134,143.54620218392895,0.9983108639717102,,,
804,4.963935575971556,143.15609036434148,0.9978722929954529,,,
808,4.9614313424813865,142.79804259325442,0.9969605207443237,,,
812,4.958909494242644,142.43838129725975,0.996835470199585,,,
816,4.956457170493462,142.08950422661476,0.9967105388641357,,,
820,4.9539433906718,141.73277106018995,0.9960552453994751,,,
824,4.951189628793198,141.3430096596425,0.9937500357627869,,,
828,4.948759807768651,140.99998835205855,0.9968304634094238,,,
832,4.946301460552674,140.6537871389894,0.9969465732574463,,,
836,4.943878508355629,140.31340227107478,0.9985443949699402,,,
840,4.9413836039247965,139.9637700728622,0.9968050718307495,,,
844,4.939181565390944,139.65590354919578,0.9969605207443237,,,
848,4.936774044385496,139.3200834370587,0.9970149397850037,,,
852,4.934289551396885,138.97437330162103,0.9962825179100037,,,
856,4.931978238798748,138.65353100804106,0.9966499209403992,,,
860,4.9297940079555955,138.35101019701818,0.9962476491928101,,,
864,4.927600179833394,138.04782455031173,0.9982609152793884,,,
868,4.925384742049029,137.74232671443062,0.9982238411903381,,,
872,4.9231804743272445,137.43904013493997,0.9984152317047119,,,
876,4.920928778441529,137.12991736956874,0.9963898658752441,,,
880,4.918502762913704,136.79764127714967,0.9968553185462952,,,
884,4.916357141004968,136.5044399230706,0.996632993221283,,,
888,4.91412632502951,136.2002630452342,0.9965277910232544,,,
892,4.9119210491800525,135.9002348385224,0.9966158866882324,,,
896,4.909848442301154,135.61885876866674,0.9984399080276489,,,
900,4.907800453768836,135.3413971172613,0.9983845353126526,,,
904,4.905701633312006,135.05763770852607,0.9964788556098938,,,
908,4.903609252448649,134.7753411309055,0.9966721534729004,,,
912,4.901530409852664,134.49545543082766,0.9970414042472839,,,
916,4.899689525235688,134.24809256897194,0.9970674514770508,,,
920,4.897856930805289,134.00229555414893,0.9969372153282166,,,
924,4.895786608710433,133.7251546253868,0.9984592199325562,,,
928,4.893847616325164,133.46611378911322,0.9965457916259766,,,
932,4.891957972950178,133.21414856858672,0.9968454241752625,,,
936,4.889890866656589,132.93906517494355,0.9984423518180847,,,
940,4.887991287606828,132.68677660874303,0.9969742298126221,,,
944,4.885912708054154,132.41126302562034,0.996889591217041,,,
948,4.884124887894981,132.17474698735012,0.9984423518180847,,,
952,4.882278195198844,131.93088608485135,0.9961538314819336,,,
956,4.880493255090514,131.69560739640144,0.9984447956085205,,,
960,4.878769069661697,131.4687353899973,0.9969558715820312,,,
964,4.876011844492552,131.1067457566176,0.9984325766563416,,,
968,4.8741285589115675,130.8600666692579,0.9983948469161987,,,
972,4.872305945113853,130.62177652759175,0.9962476491928101,,,
976,4.870520317163623,130.3887427502469,0.9969696402549744,,,
980,4.868765852889236,130.1601809197213,0.9970149397850037,,,
984,4.867012159611152,129.93211991833968,0.9984025359153748,,,
988,4.865283241156142,129.7076719603319,0.996515691280365,,,
992,4.863289060611879,129.44926918099827,0.9954544901847839,,,
996,4.861514946064317,129.21981494860248,0.9966942071914673,,,
1000,4.859950386047363,129.01780086552264,0.9970501661300659,4.435223107835854,84.37094660788262,0.9971171940688938
1004,4.8583041106562215,128.80557677252057,0.9967793822288513,4.435223107835854,84.37094660788262,0.9971171940688938
1008,4.85669985177025,128.5991049428364,0.9966386556625366,4.435223107835854,84.37094660788262,0.9971171940688938
1012,4.855140629022018,128.3987465352929,0.9964093565940857,4.435223107835854,84.37094660788262,0.9971171940688938
1016,4.853436497722085,128.18012454564536,0.9970059990882874,4.435223107835854,84.37094660788262,0.9971171940688938
1020,4.851690237662371,127.95648403777666,0.9983974695205688,4.435223107835854,84.37094660788262,0.9971171940688938
1024,4.849787762388587,127.71328140762384,0.9965928196907043,4.435223107835854,84.37094660788262,0.9971171940688938
1028,4.848028791553779,127.48883492568746,0.996874988079071,4.435223107835854,84.37094660788262,0.9971171940688938
1032,4.846423752548159,127.28437450022298,0.9967159628868103,4.435223107835854,84.37094660788262,0.9971171940688938
1036,4.844810426005065,127.07918880059358,0.9959514141082764,4.435223107835854,84.37094660788262,0.9971171940688938
1040,4.843269234895706,126.88348633081998,0.9982963800430298,4.435223107835854,84.37094660788262,0.9971171940688938
1044,4.841625493605018,126.67509402367254,0.998161792755127,4.435223107835854,84.37094660788262,0.9971171940688938
1048,4.84017043031809,126.49090777880875,0.9965217709541321,4.435223107835854,84.37094660788262,0.9971171940688938
1052,4.838566620993523,126.28820307473727,0.9967426657676697,4.435223107835854,84.37094660788262,0.9971171940688938
1056,4.837145715048819,126.1088868421623,0.9984025359153748,4.435223107835854,84.37094660788262,0.9971171940688938
1060,4.835712359086522,125.92825740137687,0.9965516924858093,4.435223107835854,84.37094660788262,0.9971171940688938
1064,4.834258788958528,125.74534481848693,0.996632993221283,4.435223107835854,84.37094660788262,0.9971171940688938
1068,4.832775261964691,125.55893651016605,0.9981343150138855,4.435223107835854,84.37094660788262,0.9971171940688938
1072,4.831281583255796,125.37153179604795,0.9967999458312988,4.435223107835854,84.37094660788262,0.9971171940688938
1076,4.8298440409415715,125.19143439392477,0.9965928196907043,4.435223107835854,84.37094660788262,0.9971171940688938
1080,4.828489398073267,125.02195952502782,0.9983108639717102,4.435223107835854,84.37094660788262,0.9971171940688938
1084,4.827076428930698,124.84543209734899,0.9965986013412476,4.435223107835854,84.37094660788262,0.9971171940688938
1088,4.825591876226313,124.6602299786657,0.996039628982544,4.435223107835854,84.37094660788262,0.9971171940688938
1092,4.824024156336383,124.46495076819156,0.998410165309906,4.435223107835854,84.37094660788262,0.9971171940688938
1096,4.822771829410191,124.30917751885323,0.9966216683387756,4.435223107835854,84.37094660788262,0.9971171940688938
1100,4.821409092382951,124.13989217172559,0.9983108639717102,4.435223107835854,84.37094660788262,0.9971171940688938
1104,4.820115024196928,123.97935058493361,0.9969558715820312,4.435223107835854,84.37094660788262,0.9971171940688938
1108,4.818683134950025,123.80195292320512,0.9969040155410767,4.435223107835854,84.37094660788262,0.9971171940688938
1112,4.817230951442993,123.62230024493137,0.9983819127082825,4.435223107835854,84.37094660788262,0.9971171940688938
1116,4.815787010295416,123.44392573099186,0.9985935091972351,4.435223107835854,84.37094660788262,0.9971171940688938
1120,4.814365206020219,123.26853734316626,0.9979919195175171,4.435223107835854,84.37094660788262,0.9971171940688938
1124,4.81302351714029,123.10326021740202,0.9983948469161987,4.435223107835854,84.37094660788262,0.9971171940688938
1128,4.811619138464015,122.93049796397975,0.9966610670089722,4.435223107835854,84.37094660788262,0.9971171940688938
1132,4.810312216357713,122.7699423183662,0.996874988079071,4.435223107835854,84.37094660788262,0.9971171940688938
1136,4.809028526846792,122.61244494164876,0.9965753555297852,4.435223107835854,84.37094660788262,0.9971171940688938
1140,4.807696644883407,122.44924834117349,0.9983579516410828,4.435223107835854,84.37094660788262,0.9971171940688938
1144,4.806225088509646,122.26918988489203,0.9967793822288513,4.435223107835854,84.37094660788262,0.9971171940688938
1148,4.805009504643882,122.12065172897137,0.9969419240951538,4.435223107835854,84.37094660788262,0.9971171940688938
1152,4.802588752367431,121.82538541079204,0.9842519760131836,4.435223107835854,84.37094660788262,0.9971171940688938
1156,4.8005092704997345,121.57231494971761,0.9943181872367859,4.435223107835854,84.37094660788262,0.9971171940688938
1160,4.798961978534172,121.38435253742654,0.9969465732574463,4.435223107835854,84.37094660788262,0.9971171940688938
1164,4.79777195158693,121.23998780293263,0.9969230890274048,4.435223107835854,84.37094660788262,0.9971171940688938
1168,4.7966410191091775,121.10295106737733,0.9983416199684143,4.435223107835854,84.37094660788262,0.9971171940688938
1172,4.795361818713946,120.94813516590057,0.9976415038108826,4.435223107835854,84.37094660788262,0.9971171940688938
1176,4.7941365132526474,120.80002751243663,0.9964285492897034,4.435223107835854,84.37094660788262,0.9971171940688938
1180,4.7929228956416505,120.65351139689092,0.9982110857963562,4.435223107835854,84.37094660788262,0.9971171940688938
1184,4.791593984977619,120.49328014903051,0.9965277910232544,4.435223107835854,84.37094660788262,0.9971171940688938
1188,4.790389149678677,120.34819301242445,0.9966044425964355,4.435223107835854,84.37094660788262,0.9971171940688938
1192,4.789115122100651,120.19496372545588,0.9965457916259766,4.435223107835854,84.37094660788262,0.9971171940688938
1196,4.787983772746696,120.05905812374976,0.998516321182251,4.435223107835854,84.37094660788262,0.9971171940688938
1200,4.7868251287937165,119.9200329779295,0.9983948469161987,4.435223107835854,84.37094660788262,0.9971171940688938
1204,4.785642776378365,119.77832902580208,0.9967690110206604,4.435223107835854,84.37094660788262,0.9971171940688938
1208,4.784397243269232,119.62923402190053,0.9966158866882324,4.435223107835854,84.37094660788262,0.9971171940688938
1212,4.783023372735127,119.46499179187471,0.9965695142745972,4.435223107835854,84.37094660788262,0.9971171940688938
1216,4.781896576285362,119.33045487534717,0.9963570237159729,4.435223107835854,84.37094660788262,0.9971171940688938
1220,4.780597616023704,119.17554998588729,0.9966610670089722,4.435223107835854,84.37094660788262,0.9971171940688938
1224,4.77946236671186,119.04033279191253,0.9983079433441162,4.435223107835854,84.37094660788262,0.9971171940688938
1228,4.778248555885464,118.89592800496864,0.9985272288322449,4.435223107835854,84.37094660788262,0.9971171940688938
1232,4.777216641546844,118.7733008732861,0.9981850981712341,4.435223107835854,84.37094660788262,0.9971171940688938
1236,4.776148651410075,118.64651987192201,0.9984399080276489,4.435223107835854,84.37094660788262,0.9971171940688938
1240,4.775129715473422,118.5256882393662,0.9967585206031799,4.435223107835854,84.37094660788262,0.9971171940688938
1244,4.773814138108895,118.36986105063941,0.9984025359153748,4.435223107835854,84.37094660788262,0.9971171940688938
1248,4.772649173553173,118.2320446492475,0.996951162815094,4.435223107835854,84.37094660788262,0.9971171940688938
1252,4.771594317957235,118.1073926718066,0.9969558715820312,4.435223107835854,84.37094660788262,0.9971171940688938
1256,4.770484922418169,117.97643751121245,0.9963369965553284,4.435223107835854,84.37094660788262,0.9971171940688938
1260,4.769479988113282,117.85793849382554,0.9982817769050598,4.435223107835854,84.37094660788262,0.9971171940688938
1264,4.768305104744585,117.71955047283105,0.9966555237770081,4.435223107835854,84.37094660788262,0.9971171940688938
1268,4.767336340732755,117.60556323112772,0.9970760345458984,4.435223107835854,84.37094660788262,0.9971171940688938
1272,4.766338478469248,117.48826760977092,0.9984592199325562,4.435223107835854,84.37094660788262,0.9971171940688938
1276,4.765172222191263,117.35132605008009,0.996363639831543,4.435223107835854,84.37094660788262,0.9971171940688938
1280,4.764185164123774,117.23555062490529,0.9967999458312988,4.435223107835854,84.37094660788262,0.9971171940688938
1284,4.763240166542315,117.12481564348928,0.9984251856803894,4.435223107835854,84.37094660788262,0.9971171940688938
1288,4.762184926071522,117.00128598609793,0.996874988079071,4.435223107835854,84.37094660788262,0.9971171940688938
1292,4.761081154870544,116.87221458190254,0.9961977005004883,4.435223107835854,84.37094660788262,0.9971171940688938
1296,4.759819749696755,116.72488430687761,0.997275173664093,4.435223107835854,84.37094660788262,0.9971171940688938
1300,4.758961767416734,116.62477937477468,0.9968603253364563,4.435223107835854,84.37094660788262,0.9971171940688938
1304,4.758031160919213,116.51629808184357,0.9963833689689636,4.435223107835854,84.37094660788262,0.9971171940688938
1308,4.7570382717552535,116.40066772561661,0.9965636134147644,4.435223107835854,84.37094660788262,0.9971171940688938
1312,4.755933590778491,116.27215311918721,0.9970282316207886,4.435223107835854,84.37094660788262,0.9971171940688938
1316,4.754963905977985,116.15946042661133,0.9969419240951538,4.435223107835854,84.37094660788262,0.9971171940688938
1320,4.753948836976831,116.04161038222398,0.9957446455955505,4.435223107835854,84.37094660788262,0.9971171940688938
1324,4.75300831412981,115.93252190459859,0.9970717430114746,4.435223107835854,84.37094660788262,0.9971171940688938
1328,4.751932854752943,115.80790820732793,0.995555579662323,4.435223107835854,84.37094660788262,0.9971171940688938
1332,4.750997823279899,115.69967477704414,0.9962546825408936,4.435223107835854,84.37094660788262,0.9971171940688938
1336,4.750103836644909,115.59628703463645,0.9967159628868103,4.435223107835854,84.37094660788262,0.9971171940688938
1340,4.748968746768894,115.46514930015606,0.9982300996780396,4.435223107835854,84.37094660788262,0.9971171940688938
1344,4.748016439378262,115.35524332555899,0.9981481432914734,4.435223107835854,84.37094660788262,0.9971171940688938
1348,4.747130812806263,115.25312688204284,0.9968944191932678,4.435223107835854,84.37094660788262,0.9971171940688938
1352,4.746210151170132,115.1470665799956,0.996874988079071,4.435223107835854,84.37094660788262,0.9971171940688938
1356,4.745324384146384,115.04511826343179,0.9963099956512451,4.435223107835854,84.37094660788262,0.9971171940688938
1360,4.7444814362946675,114.94818208995065,0.9983870983123779,4.435223107835854,84.37094660788262,0.9971171940688938
1364,4.743492699438526,114.83458475396264,0.9985141158103943,4.435223107835854,84.37094660788262,0.9971171940688938
1368,4.742733926452392,114.74748442204579,0.9985337257385254,4.435223107835854,84.37094660788262,0.9971171940688938
1372,4.74192027482625,114.65415791752997,0.9984592199325562,4.435223107835854,84.37094660788262,0.9971171940688938
1376,4.740805227742639,114.5263843831123,0.99640291929245,4.435223107835854,84.37094660788262,0.9971171940688938
1380,4.739893591576728,114.42202556502164,0.9964850544929504,4.435223107835854,84.37094660788262,0.9971171940688938
1384,4.738798039841514,114.29673895787818,0.998344361782074,4.435223107835854,84.37094660788262,0.9971171940688938
1388,4.7379904294907185,114.20446899253828,0.99622642993927,4.435223107835854,84.37094660788262,0.9971171940688938
1392,4.737218731778792,114.11637166175119,0.9965928196907043,4.435223107835854,84.37094660788262,0.9971171940688938
1396,4.736428068497119,114.02617969727646,0.9965928196907043,4.435223107835854,84.37094660788262,0.9971171940688938
1400,4.73544951575143,113.9146536420165,0.9984615445137024,4.435223107835854,84.37094660788262,0.9971171940688938
1404,4.734363967876488,113.79106092687229,0.9970370531082153,4.435223107835854,84.37094660788262,0.9971171940688938
1408,4.733385068449107,113.67972542451015,0.9983022212982178,4.435223107835854,84.37094660788262,0.9971171940688938
1412,4.732552289287362,113.58509472676936,0.996927797794342,4.435223107835854,84.37094660788262,0.9971171940688938
1416,4.731734100034681,113.49219863147488,0.9969230890274048,4.435223107835854,84.37094660788262,0.9971171940688938
1420,4.730889549053891,113.39638914750023,0.9985074996948242,4.435223107835854,84.37094660788262,0.9971171940688938
1424,4.730057598499769,113.30208819101922,0.9968153238296509,4.435223107835854,84.37094660788262,0.9971171940688938
1428,4.729272813690143,113.2132053148353,0.9966443181037903,4.435223107835854,84.37094660788262,0.9971171940688938
1432,4.728424451537639,113.1172002455742,0.996219277381897,4.435223107835854,84.37094660788262,0.9971171940688938
1436,4.727443632641211,113.00630714997409,0.9982300996780396,4.435223107835854,84.37094660788262,0.9971171940688938
1440,4.7266582462522715,112.91758837829246,0.9967897534370422,4.435223107835854,84.37094660788262,0.9971171940688938
1444,4.725880092200811,112.82975527768834,0.9970674514770508,4.435223107835854,84.37094660788262,0.9971171940688938
1448,4.725097830124323,112.74152735221445,0.9965928196907043,4.435223107835854,84.37094660788262,0.9971171940688938
1452,4.724240643590607,112.64492824082107,0.9969419240951538,4.435223107835854,84.37094660788262,0.9971171940688938
1456,4.723421041454587,112.55264204117243,0.9970370531082153,4.435223107835854,84.37094660788262,0.9971171940688938
1460,4.722682040031642,112.46949620477741,0.9966443181037903,4.435223107835854,84.37094660788262,0.9971171940688938
1464,4.721978968284169,112.3904498704217,0.9968404769897461,4.435223107835854,84.37094660788262,0.9971171940688938
1468,4.721148819949387,112.29718784163121,0.9956236481666565,4.435223107835854,84.37094660788262,0.9971171940688938
1472,4.7202912575524785,112.20092727667934,0.9969087839126587,4.435223107835854,84.37094660788262,0.9971171940688938
1476,4.719363839968756,112.09691840109791,0.9946949481964111,4.435223107835854,84.37094660788262,0.9971171940688938
1480,4.718625745580003,112.01421082138462,0.9982993006706238,4.435223107835854,84.37094660788262,0.9971171940688938
